asset_id,machine_type,sop_task,frequency,ppe_required,critical_task,location
CR-MAT-0021,Hydraulic Wheel Press,Verify pressure gauge calibration,Quarterly,Yes,Yes,Shock Absorber Shop
CR-MAT-0021,Hydraulic Wheel Press,Inspect hoses for leaks,Monthly,Yes,No,Shock Absorber Shop
CR-MAT-0021,Hydraulic Wheel Press,Check emergency stop function,Monthly,No,Yes,Shock Absorber Shop
CR-MAT-0021,Hydraulic Wheel Press,Inspect structural frame bolts,Quarterly,Yes,Yes,Shock Absorber Shop
CR-MAT-0021,Hydraulic Wheel Press,Clean hydraulic reservoir breather,Monthly,No,Yes,Shock Absorber Shop
CR-MAT-0022,Wheel Re-Disking Machine,General lubrication of moving parts,Monthly,No,No,Centre Lathe Section
CR-MAT-0022,Wheel Re-Disking Machine,Check electrical panel health,Quarterly,No,Yes,Centre Lathe Section
CR-MAT-0022,Wheel Re-Disking Machine,Inspect structural bolts tightness,Quarterly,Yes,Yes,Centre Lathe Section
CR-MAT-0022,Wheel Re-Disking Machine,Check vibration levels,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0022,Wheel Re-Disking Machine,Verify emergency stop function,Monthly,No,No,Centre Lathe Section
CR-MAT-0022,Wheel Re-Disking Machine,Inspect hydraulic / pneumatic lines,Monthly,No,No,Centre Lathe Section
CR-MAT-0022,Wheel Re-Disking Machine,Check sensor calibration,Quarterly,No,No,Centre Lathe Section
CR-MAT-0022,Wheel Re-Disking Machine,Inspect safety guards,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0022,Wheel Re-Disking Machine,Check noise levels,Monthly,No,No,Centre Lathe Section
CR-MAT-0022,Wheel Re-Disking Machine,Inspect foundation integrity,Yearly,Yes,Yes,Centre Lathe Section
CR-MAT-0022,Wheel Re-Disking Machine,Verify control system backup,Quarterly,Yes,No,Centre Lathe Section
CR-MAT-0022,Wheel Re-Disking Machine,Clean machine body and surroundings,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0023,Grinding Machine,General lubrication of moving parts,Monthly,No,No,General Machine Shop
CR-MAT-0023,Grinding Machine,Check electrical panel health,Quarterly,Yes,No,General Machine Shop
CR-MAT-0023,Grinding Machine,Inspect structural bolts tightness,Quarterly,Yes,Yes,General Machine Shop
CR-MAT-0023,Grinding Machine,Check vibration levels,Monthly,Yes,No,General Machine Shop
CR-MAT-0023,Grinding Machine,Verify emergency stop function,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0023,Grinding Machine,Inspect hydraulic / pneumatic lines,Monthly,No,Yes,General Machine Shop
CR-MAT-0023,Grinding Machine,Check sensor calibration,Quarterly,No,No,General Machine Shop
CR-MAT-0023,Grinding Machine,Inspect safety guards,Monthly,Yes,No,General Machine Shop
CR-MAT-0023,Grinding Machine,Check noise levels,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0023,Grinding Machine,Inspect foundation integrity,Yearly,Yes,No,General Machine Shop
CR-MAT-0023,Grinding Machine,Verify control system backup,Quarterly,Yes,Yes,General Machine Shop
CR-MAT-0023,Grinding Machine,Clean machine body and surroundings,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0024,Grinding Machine,General lubrication of moving parts,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0024,Grinding Machine,Check electrical panel health,Quarterly,Yes,Yes,Centre Lathe Section
CR-MAT-0024,Grinding Machine,Inspect structural bolts tightness,Quarterly,Yes,No,Centre Lathe Section
CR-MAT-0024,Grinding Machine,Check vibration levels,Monthly,No,Yes,Centre Lathe Section
CR-MAT-0024,Grinding Machine,Verify emergency stop function,Monthly,No,No,Centre Lathe Section
CR-MAT-0024,Grinding Machine,Inspect hydraulic / pneumatic lines,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0024,Grinding Machine,Check sensor calibration,Quarterly,Yes,Yes,Centre Lathe Section
CR-MAT-0024,Grinding Machine,Inspect safety guards,Monthly,No,No,Centre Lathe Section
CR-MAT-0024,Grinding Machine,Check noise levels,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0024,Grinding Machine,Inspect foundation integrity,Yearly,Yes,No,Centre Lathe Section
CR-MAT-0024,Grinding Machine,Verify control system backup,Quarterly,No,No,Centre Lathe Section
CR-MAT-0024,Grinding Machine,Clean machine body and surroundings,Monthly,No,Yes,Centre Lathe Section
CR-MAT-0025,Underframe Inspection Jig,General lubrication of moving parts,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0025,Underframe Inspection Jig,Check electrical panel health,Quarterly,Yes,No,Heavy Corrosion Shop
CR-MAT-0025,Underframe Inspection Jig,Inspect structural bolts tightness,Quarterly,No,No,Heavy Corrosion Shop
CR-MAT-0025,Underframe Inspection Jig,Check vibration levels,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0025,Underframe Inspection Jig,Verify emergency stop function,Monthly,No,No,Heavy Corrosion Shop
CR-MAT-0025,Underframe Inspection Jig,Inspect hydraulic / pneumatic lines,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0025,Underframe Inspection Jig,Check sensor calibration,Quarterly,No,Yes,Heavy Corrosion Shop
CR-MAT-0025,Underframe Inspection Jig,Inspect safety guards,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0025,Underframe Inspection Jig,Check noise levels,Monthly,No,Yes,Heavy Corrosion Shop
CR-MAT-0025,Underframe Inspection Jig,Inspect foundation integrity,Yearly,Yes,No,Heavy Corrosion Shop
CR-MAT-0025,Underframe Inspection Jig,Verify control system backup,Quarterly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0025,Underframe Inspection Jig,Clean machine body and surroundings,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0026,Bogie Wash System,General lubrication of moving parts,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0026,Bogie Wash System,Check electrical panel health,Quarterly,Yes,No,Centre Lathe Section
CR-MAT-0026,Bogie Wash System,Inspect structural bolts tightness,Quarterly,No,No,Centre Lathe Section
CR-MAT-0026,Bogie Wash System,Check vibration levels,Monthly,No,No,Centre Lathe Section
CR-MAT-0026,Bogie Wash System,Verify emergency stop function,Monthly,No,No,Centre Lathe Section
CR-MAT-0026,Bogie Wash System,Inspect hydraulic / pneumatic lines,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0026,Bogie Wash System,Check sensor calibration,Quarterly,Yes,Yes,Centre Lathe Section
CR-MAT-0026,Bogie Wash System,Inspect safety guards,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0026,Bogie Wash System,Check noise levels,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0026,Bogie Wash System,Inspect foundation integrity,Yearly,Yes,No,Centre Lathe Section
CR-MAT-0026,Bogie Wash System,Verify control system backup,Quarterly,Yes,No,Centre Lathe Section
CR-MAT-0026,Bogie Wash System,Clean machine body and surroundings,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0027,Grinding Machine,General lubrication of moving parts,Monthly,Yes,Yes,LHB Coach Maintenance Facility
CR-MAT-0027,Grinding Machine,Check electrical panel health,Quarterly,Yes,Yes,LHB Coach Maintenance Facility
CR-MAT-0027,Grinding Machine,Inspect structural bolts tightness,Quarterly,No,Yes,LHB Coach Maintenance Facility
CR-MAT-0027,Grinding Machine,Check vibration levels,Monthly,Yes,No,LHB Coach Maintenance Facility
CR-MAT-0027,Grinding Machine,Verify emergency stop function,Monthly,Yes,Yes,LHB Coach Maintenance Facility
CR-MAT-0027,Grinding Machine,Inspect hydraulic / pneumatic lines,Monthly,Yes,No,LHB Coach Maintenance Facility
CR-MAT-0027,Grinding Machine,Check sensor calibration,Quarterly,Yes,No,LHB Coach Maintenance Facility
CR-MAT-0027,Grinding Machine,Inspect safety guards,Monthly,Yes,No,LHB Coach Maintenance Facility
CR-MAT-0027,Grinding Machine,Check noise levels,Monthly,Yes,Yes,LHB Coach Maintenance Facility
CR-MAT-0027,Grinding Machine,Inspect foundation integrity,Yearly,No,No,LHB Coach Maintenance Facility
CR-MAT-0027,Grinding Machine,Verify control system backup,Quarterly,Yes,No,LHB Coach Maintenance Facility
CR-MAT-0027,Grinding Machine,Clean machine body and surroundings,Monthly,No,No,LHB Coach Maintenance Facility
CR-MAT-0028,Industrial Welding Machine,Check output current calibration,Monthly,No,Yes,Heavy Corrosion Shop
CR-MAT-0028,Industrial Welding Machine,Inspect cable insulation,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0028,Industrial Welding Machine,Verify grounding integrity,Quarterly,Yes,No,Heavy Corrosion Shop
CR-MAT-0028,Industrial Welding Machine,Inspect electrode holder wear,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0028,Industrial Welding Machine,Check cooling fan operation,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0028,Industrial Welding Machine,Inspect power contactors,Quarterly,Yes,No,Heavy Corrosion Shop
CR-MAT-0028,Industrial Welding Machine,Check welding waveform stability,Quarterly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0028,Industrial Welding Machine,Inspect control panel switches,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0028,Industrial Welding Machine,Check gas hose leakage,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0028,Industrial Welding Machine,Verify emergency stop function,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0028,Industrial Welding Machine,Inspect torch nozzle wear,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0028,Industrial Welding Machine,Clean dust from internal electronics,Quarterly,No,No,Heavy Corrosion Shop
CR-MAT-0029,Grinding Machine,General lubrication of moving parts,Monthly,No,No,Wheel Reprofiling Plant
CR-MAT-0029,Grinding Machine,Check electrical panel health,Quarterly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0029,Grinding Machine,Inspect structural bolts tightness,Quarterly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0029,Grinding Machine,Check vibration levels,Monthly,No,No,Wheel Reprofiling Plant
CR-MAT-0029,Grinding Machine,Verify emergency stop function,Monthly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0029,Grinding Machine,Inspect hydraulic / pneumatic lines,Monthly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0029,Grinding Machine,Check sensor calibration,Quarterly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0029,Grinding Machine,Inspect safety guards,Monthly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0029,Grinding Machine,Check noise levels,Monthly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0029,Grinding Machine,Inspect foundation integrity,Yearly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0029,Grinding Machine,Verify control system backup,Quarterly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0029,Grinding Machine,Clean machine body and surroundings,Monthly,No,No,Wheel Reprofiling Plant
CR-MAT-0030,Spring Testing Machine,General lubrication of moving parts,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0030,Spring Testing Machine,Check electrical panel health,Quarterly,Yes,No,Centre Lathe Section
CR-MAT-0030,Spring Testing Machine,Inspect structural bolts tightness,Quarterly,No,No,Centre Lathe Section
CR-MAT-0030,Spring Testing Machine,Check vibration levels,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0030,Spring Testing Machine,Verify emergency stop function,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0030,Spring Testing Machine,Inspect hydraulic / pneumatic lines,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0030,Spring Testing Machine,Check sensor calibration,Quarterly,Yes,No,Centre Lathe Section
CR-MAT-0030,Spring Testing Machine,Inspect safety guards,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0030,Spring Testing Machine,Check noise levels,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0030,Spring Testing Machine,Inspect foundation integrity,Yearly,Yes,No,Centre Lathe Section
CR-MAT-0030,Spring Testing Machine,Verify control system backup,Quarterly,Yes,Yes,Centre Lathe Section
CR-MAT-0030,Spring Testing Machine,Clean machine body and surroundings,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0031,Vertical Drilling Machine,Check chuck runout,Monthly,No,No,Automatic Bogie Wash Plant
CR-MAT-0031,Vertical Drilling Machine,Lubricate spindle bearings,Monthly,No,Yes,Automatic Bogie Wash Plant
CR-MAT-0031,Vertical Drilling Machine,Inspect electrical panel,Quarterly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0031,Vertical Drilling Machine,Check feed mechanism smoothness,Monthly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0031,Vertical Drilling Machine,Inspect coolant pump,Monthly,No,No,Automatic Bogie Wash Plant
CR-MAT-0031,Vertical Drilling Machine,Verify depth stop calibration,Quarterly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0031,Vertical Drilling Machine,Check column locking mechanism,Monthly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0031,Vertical Drilling Machine,Inspect drive belts,Quarterly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0031,Vertical Drilling Machine,Check noise levels,Monthly,No,No,Automatic Bogie Wash Plant
CR-MAT-0031,Vertical Drilling Machine,Verify emergency stop function,Monthly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0031,Vertical Drilling Machine,Check spindle temperature rise,Quarterly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0031,Vertical Drilling Machine,Clean machine enclosure,Monthly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0032,Bogie Assembly Fixture,General lubrication of moving parts,Monthly,Yes,No,Axle Turning Lathe Section
CR-MAT-0032,Bogie Assembly Fixture,Check electrical panel health,Quarterly,Yes,No,Axle Turning Lathe Section
CR-MAT-0032,Bogie Assembly Fixture,Inspect structural bolts tightness,Quarterly,Yes,No,Axle Turning Lathe Section
CR-MAT-0032,Bogie Assembly Fixture,Check vibration levels,Monthly,No,No,Axle Turning Lathe Section
CR-MAT-0032,Bogie Assembly Fixture,Verify emergency stop function,Monthly,Yes,Yes,Axle Turning Lathe Section
CR-MAT-0032,Bogie Assembly Fixture,Inspect hydraulic / pneumatic lines,Monthly,No,Yes,Axle Turning Lathe Section
CR-MAT-0032,Bogie Assembly Fixture,Check sensor calibration,Quarterly,No,No,Axle Turning Lathe Section
CR-MAT-0032,Bogie Assembly Fixture,Inspect safety guards,Monthly,Yes,Yes,Axle Turning Lathe Section
CR-MAT-0032,Bogie Assembly Fixture,Check noise levels,Monthly,Yes,Yes,Axle Turning Lathe Section
CR-MAT-0032,Bogie Assembly Fixture,Inspect foundation integrity,Yearly,Yes,Yes,Axle Turning Lathe Section
CR-MAT-0032,Bogie Assembly Fixture,Verify control system backup,Quarterly,Yes,No,Axle Turning Lathe Section
CR-MAT-0032,Bogie Assembly Fixture,Clean machine body and surroundings,Monthly,Yes,Yes,Axle Turning Lathe Section
CR-MAT-0033,Shock Absorber Test Rig,General lubrication of moving parts,Monthly,No,No,Axle Turning Lathe Section
CR-MAT-0033,Shock Absorber Test Rig,Check electrical panel health,Quarterly,Yes,No,Axle Turning Lathe Section
CR-MAT-0033,Shock Absorber Test Rig,Inspect structural bolts tightness,Quarterly,Yes,No,Axle Turning Lathe Section
CR-MAT-0033,Shock Absorber Test Rig,Check vibration levels,Monthly,Yes,No,Axle Turning Lathe Section
CR-MAT-0033,Shock Absorber Test Rig,Verify emergency stop function,Monthly,Yes,No,Axle Turning Lathe Section
CR-MAT-0033,Shock Absorber Test Rig,Inspect hydraulic / pneumatic lines,Monthly,No,No,Axle Turning Lathe Section
CR-MAT-0033,Shock Absorber Test Rig,Check sensor calibration,Quarterly,Yes,Yes,Axle Turning Lathe Section
CR-MAT-0033,Shock Absorber Test Rig,Inspect safety guards,Monthly,Yes,Yes,Axle Turning Lathe Section
CR-MAT-0033,Shock Absorber Test Rig,Check noise levels,Monthly,Yes,Yes,Axle Turning Lathe Section
CR-MAT-0033,Shock Absorber Test Rig,Inspect foundation integrity,Yearly,Yes,No,Axle Turning Lathe Section
CR-MAT-0033,Shock Absorber Test Rig,Verify control system backup,Quarterly,No,No,Axle Turning Lathe Section
CR-MAT-0033,Shock Absorber Test Rig,Clean machine body and surroundings,Monthly,Yes,No,Axle Turning Lathe Section
CR-MAT-0034,Slotting Machine,General lubrication of moving parts,Monthly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0034,Slotting Machine,Check electrical panel health,Quarterly,No,Yes,Lifting Underframe Shop
CR-MAT-0034,Slotting Machine,Inspect structural bolts tightness,Quarterly,Yes,No,Lifting Underframe Shop
CR-MAT-0034,Slotting Machine,Check vibration levels,Monthly,Yes,No,Lifting Underframe Shop
CR-MAT-0034,Slotting Machine,Verify emergency stop function,Monthly,No,No,Lifting Underframe Shop
CR-MAT-0034,Slotting Machine,Inspect hydraulic / pneumatic lines,Monthly,Yes,No,Lifting Underframe Shop
CR-MAT-0034,Slotting Machine,Check sensor calibration,Quarterly,Yes,No,Lifting Underframe Shop
CR-MAT-0034,Slotting Machine,Inspect safety guards,Monthly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0034,Slotting Machine,Check noise levels,Monthly,No,No,Lifting Underframe Shop
CR-MAT-0034,Slotting Machine,Inspect foundation integrity,Yearly,No,Yes,Lifting Underframe Shop
CR-MAT-0034,Slotting Machine,Verify control system backup,Quarterly,Yes,No,Lifting Underframe Shop
CR-MAT-0034,Slotting Machine,Clean machine body and surroundings,Monthly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0035,Slotting Machine,General lubrication of moving parts,Monthly,Yes,Yes,Trolley Shop
CR-MAT-0035,Slotting Machine,Check electrical panel health,Quarterly,Yes,No,Trolley Shop
CR-MAT-0035,Slotting Machine,Inspect structural bolts tightness,Quarterly,No,No,Trolley Shop
CR-MAT-0035,Slotting Machine,Check vibration levels,Monthly,Yes,No,Trolley Shop
CR-MAT-0035,Slotting Machine,Verify emergency stop function,Monthly,No,Yes,Trolley Shop
CR-MAT-0035,Slotting Machine,Inspect hydraulic / pneumatic lines,Monthly,Yes,Yes,Trolley Shop
CR-MAT-0035,Slotting Machine,Check sensor calibration,Quarterly,Yes,No,Trolley Shop
CR-MAT-0035,Slotting Machine,Inspect safety guards,Monthly,Yes,Yes,Trolley Shop
CR-MAT-0035,Slotting Machine,Check noise levels,Monthly,Yes,Yes,Trolley Shop
CR-MAT-0035,Slotting Machine,Inspect foundation integrity,Yearly,Yes,Yes,Trolley Shop
CR-MAT-0035,Slotting Machine,Verify control system backup,Quarterly,Yes,No,Trolley Shop
CR-MAT-0035,Slotting Machine,Clean machine body and surroundings,Monthly,Yes,No,Trolley Shop
CR-MAT-0036,Ultrasonic Wheel Inspection System,General lubrication of moving parts,Monthly,Yes,No,Shock Absorber Shop
CR-MAT-0036,Ultrasonic Wheel Inspection System,Check electrical panel health,Quarterly,Yes,Yes,Shock Absorber Shop
CR-MAT-0036,Ultrasonic Wheel Inspection System,Inspect structural bolts tightness,Quarterly,Yes,Yes,Shock Absorber Shop
CR-MAT-0036,Ultrasonic Wheel Inspection System,Check vibration levels,Monthly,Yes,Yes,Shock Absorber Shop
CR-MAT-0036,Ultrasonic Wheel Inspection System,Verify emergency stop function,Monthly,Yes,Yes,Shock Absorber Shop
CR-MAT-0036,Ultrasonic Wheel Inspection System,Inspect hydraulic / pneumatic lines,Monthly,No,No,Shock Absorber Shop
CR-MAT-0036,Ultrasonic Wheel Inspection System,Check sensor calibration,Quarterly,Yes,No,Shock Absorber Shop
CR-MAT-0036,Ultrasonic Wheel Inspection System,Inspect safety guards,Monthly,Yes,Yes,Shock Absorber Shop
CR-MAT-0036,Ultrasonic Wheel Inspection System,Check noise levels,Monthly,Yes,No,Shock Absorber Shop
CR-MAT-0036,Ultrasonic Wheel Inspection System,Inspect foundation integrity,Yearly,No,No,Shock Absorber Shop
CR-MAT-0036,Ultrasonic Wheel Inspection System,Verify control system backup,Quarterly,Yes,Yes,Shock Absorber Shop
CR-MAT-0036,Ultrasonic Wheel Inspection System,Clean machine body and surroundings,Monthly,Yes,Yes,Shock Absorber Shop
CR-MAT-0037,Shaper Machine,General lubrication of moving parts,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0037,Shaper Machine,Check electrical panel health,Quarterly,No,No,General Machine Shop
CR-MAT-0037,Shaper Machine,Inspect structural bolts tightness,Quarterly,No,Yes,General Machine Shop
CR-MAT-0037,Shaper Machine,Check vibration levels,Monthly,No,No,General Machine Shop
CR-MAT-0037,Shaper Machine,Verify emergency stop function,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0037,Shaper Machine,Inspect hydraulic / pneumatic lines,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0037,Shaper Machine,Check sensor calibration,Quarterly,Yes,No,General Machine Shop
CR-MAT-0037,Shaper Machine,Inspect safety guards,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0037,Shaper Machine,Check noise levels,Monthly,Yes,No,General Machine Shop
CR-MAT-0037,Shaper Machine,Inspect foundation integrity,Yearly,Yes,No,General Machine Shop
CR-MAT-0037,Shaper Machine,Verify control system backup,Quarterly,Yes,No,General Machine Shop
CR-MAT-0037,Shaper Machine,Clean machine body and surroundings,Monthly,No,Yes,General Machine Shop
CR-MAT-0038,Shaper Machine,General lubrication of moving parts,Monthly,Yes,No,General Machine Shop
CR-MAT-0038,Shaper Machine,Check electrical panel health,Quarterly,Yes,No,General Machine Shop
CR-MAT-0038,Shaper Machine,Inspect structural bolts tightness,Quarterly,No,Yes,General Machine Shop
CR-MAT-0038,Shaper Machine,Check vibration levels,Monthly,No,No,General Machine Shop
CR-MAT-0038,Shaper Machine,Verify emergency stop function,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0038,Shaper Machine,Inspect hydraulic / pneumatic lines,Monthly,No,No,General Machine Shop
CR-MAT-0038,Shaper Machine,Check sensor calibration,Quarterly,No,No,General Machine Shop
CR-MAT-0038,Shaper Machine,Inspect safety guards,Monthly,Yes,Yes,General Machine Shop
CR-MAT-0038,Shaper Machine,Check noise levels,Monthly,No,No,General Machine Shop
CR-MAT-0038,Shaper Machine,Inspect foundation integrity,Yearly,Yes,No,General Machine Shop
CR-MAT-0038,Shaper Machine,Verify control system backup,Quarterly,Yes,Yes,General Machine Shop
CR-MAT-0038,Shaper Machine,Clean machine body and surroundings,Monthly,Yes,No,General Machine Shop
CR-MAT-0039,Vertical Drilling Machine,Check chuck runout,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0039,Vertical Drilling Machine,Lubricate spindle bearings,Monthly,No,Yes,Heavy Corrosion Shop
CR-MAT-0039,Vertical Drilling Machine,Inspect electrical panel,Quarterly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0039,Vertical Drilling Machine,Check feed mechanism smoothness,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0039,Vertical Drilling Machine,Inspect coolant pump,Monthly,No,Yes,Heavy Corrosion Shop
CR-MAT-0039,Vertical Drilling Machine,Verify depth stop calibration,Quarterly,Yes,No,Heavy Corrosion Shop
CR-MAT-0039,Vertical Drilling Machine,Check column locking mechanism,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0039,Vertical Drilling Machine,Inspect drive belts,Quarterly,Yes,No,Heavy Corrosion Shop
CR-MAT-0039,Vertical Drilling Machine,Check noise levels,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0039,Vertical Drilling Machine,Verify emergency stop function,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0039,Vertical Drilling Machine,Check spindle temperature rise,Quarterly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0039,Vertical Drilling Machine,Clean machine enclosure,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0040,CNC Axle Turning Lathe,Check CNC axis calibration,Monthly,No,No,Wheel Shop
CR-MAT-0040,CNC Axle Turning Lathe,Inspect hydraulic pressure system,Monthly,Yes,No,Wheel Shop
CR-MAT-0040,CNC Axle Turning Lathe,Check spindle bearing vibration,Quarterly,No,No,Wheel Shop
CR-MAT-0040,CNC Axle Turning Lathe,Verify servo motor performance,Quarterly,Yes,No,Wheel Shop
CR-MAT-0040,CNC Axle Turning Lathe,Inspect lubrication pump operation,Monthly,No,Yes,Wheel Shop
CR-MAT-0040,CNC Axle Turning Lathe,Check tool turret indexing accuracy,Monthly,No,Yes,Wheel Shop
CR-MAT-0040,CNC Axle Turning Lathe,Inspect coolant filtration unit,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0040,CNC Axle Turning Lathe,Verify CNC backup battery health,Quarterly,Yes,No,Wheel Shop
CR-MAT-0040,CNC Axle Turning Lathe,Check way cover condition,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0040,CNC Axle Turning Lathe,Inspect chip conveyor operation,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0040,CNC Axle Turning Lathe,Verify axis ball screw backlash,Quarterly,Yes,No,Wheel Shop
CR-MAT-0040,CNC Axle Turning Lathe,Check emergency stop circuit integrity,Monthly,Yes,No,Wheel Shop
CR-MAT-0041,Radial Drilling Machine,Check spindle alignment,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0041,Radial Drilling Machine,Lubricate column guideways,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0041,Radial Drilling Machine,Inspect motor current draw,Quarterly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0041,Radial Drilling Machine,Check coolant flow,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0041,Radial Drilling Machine,Inspect chuck wear,Quarterly,No,Yes,Heavy Corrosion Shop
CR-MAT-0041,Radial Drilling Machine,Check belt tension,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0041,Radial Drilling Machine,Verify emergency stop function,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0041,Radial Drilling Machine,Check foundation bolts tightness,Quarterly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0041,Radial Drilling Machine,Inspect wiring insulation,Quarterly,Yes,No,Heavy Corrosion Shop
CR-MAT-0041,Radial Drilling Machine,Check vibration levels,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0041,Radial Drilling Machine,Verify speed calibration,Quarterly,Yes,No,Heavy Corrosion Shop
CR-MAT-0041,Radial Drilling Machine,Clean chip trays and guards,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0042,Slotting Machine,General lubrication of moving parts,Monthly,Yes,Yes,Trolley Shop
CR-MAT-0042,Slotting Machine,Check electrical panel health,Quarterly,Yes,No,Trolley Shop
CR-MAT-0042,Slotting Machine,Inspect structural bolts tightness,Quarterly,Yes,No,Trolley Shop
CR-MAT-0042,Slotting Machine,Check vibration levels,Monthly,Yes,Yes,Trolley Shop
CR-MAT-0042,Slotting Machine,Verify emergency stop function,Monthly,Yes,No,Trolley Shop
CR-MAT-0042,Slotting Machine,Inspect hydraulic / pneumatic lines,Monthly,No,No,Trolley Shop
CR-MAT-0042,Slotting Machine,Check sensor calibration,Quarterly,Yes,No,Trolley Shop
CR-MAT-0042,Slotting Machine,Inspect safety guards,Monthly,Yes,Yes,Trolley Shop
CR-MAT-0042,Slotting Machine,Check noise levels,Monthly,Yes,No,Trolley Shop
CR-MAT-0042,Slotting Machine,Inspect foundation integrity,Yearly,Yes,Yes,Trolley Shop
CR-MAT-0042,Slotting Machine,Verify control system backup,Quarterly,Yes,Yes,Trolley Shop
CR-MAT-0042,Slotting Machine,Clean machine body and surroundings,Monthly,No,Yes,Trolley Shop
CR-MAT-0043,Planer Machine,General lubrication of moving parts,Monthly,No,Yes,LHB Coach Maintenance Facility
CR-MAT-0043,Planer Machine,Check electrical panel health,Quarterly,Yes,No,LHB Coach Maintenance Facility
